nama_tempat_wisata,kategori,preferensi,kecamatan,kabupaten_kota,rating,jumlah_rating,harga_tiket,link,latitude,longitude,link_gambar
Taman Blok KF,Alam,Wisata Alam,Gunung Putri,Kabupaten Bogor,4.3,97,,https://www.google.com/maps/place/Taman+Blok+KF/data=!4m7!3m6!1s0x2e699255b6fc5aad:0xba386fa9c6576ef7!8m2!3d-6.3317839!4d106.961885!16s%2Fg%2F11g6rjzc01!19sChIJrVr8tlWSaS4R925XxqlvOLo?authuser=0&hl=id&rclk=1,-6.3317839,106.961885,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSznO4Txhgcw4_MdsIxDUtWdMq6ITE9wtSrILKJeBH-wk4Dv7hEuujWBBI01ainVZWs_c6fJxUElMvLBsToFHKSRCeWLCZDtR3LghbKbamAdkSnyofmtS6iWLkKgkjhNCrQwhh7VYA=w1200-h800
"Wisata Jalan Rusak Bojong Nangka, Cikeas Udik",Umum,Lainnya,Gunung Putri,Kabupaten Bogor,4.9,8,,"https://www.google.com/maps/place/Wisata+Jalan+Rusak+Bojong+Nangka,+Cikeas+Udik/data=!4m7!3m6!1s0x2e69950023825d53:0x511181075d3cd5b2!8m2!3d-6.4096319!4d106.9323731!16s%2Fg%2F11vz5hmyb4!19sChIJU12CIwCVaS4RstU8XQeBEVE?authuser=0&hl=id&rclk=1",-6.4096319,106.9323731,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxmqoSy1lmKa0zqOJMK-FdOK-iwXf3F6tRbVhvLeK0-0ME1A-eyO_mErZCWIsH3W26diI_MGdKOTsR3hmOMTe1knnQ73n8nmzNRRmomnOLzCDOpEuhy7DEwFG7qVDOMVFEnLi3W=w1200-h800
Saung bang billy,Umum,Lainnya,Gunung Putri,Kabupaten Bogor,5.0,3,,https://www.google.com/maps/place/Saung+bang+billy/data=!4m7!3m6!1s0x2e6995bfe8cfc6a9:0xc24be8835b9a619!8m2!3d-6.4372578!4d106.9170839!16s%2Fg%2F11tjc20xdt!19sChIJqcbP6L-VaS4RGaa5NYi-JAw?authuser=0&hl=id&rclk=1,-6.4372578,106.9170839,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy-v--aB8DTvi29KwFVYAMgi7bg0OxnouLYHo5A_VKg2XsnIFZF4XGfpZ7eQ7jtYwnL4Ge2Je4VTU8jpi25FotLoZlfZpbi5auAxjS3Coon9OheMLDDc4TSnRaqFEYoSq_tOOqMPg=w1200-h800
Gunung Kapur,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,4.2,51,,https://www.google.com/maps/place/Gunung+Kapur/data=!4m7!3m6!1s0x2e69e7efa57277c1:0xaf97d2d481e1d761!8m2!3d-6.4327285!4d106.696048!16s%2Fg%2F11sy_4f_c1!19sChIJwXdype_naS4RYdfhgdTSl68?authuser=0&hl=id&rclk=1,-6.4327285,106.696048,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzDIuDdFFj5I5afRqJgoudfFn8qfQjQ-xJDnzNaWV_uP1hsOBpv-Ghw2JH7Hcgi2KTlsZbNDKCuQfQ4M7EyaU2PAk0nNEPJgs0hLR2Eqdzky3ZN89CvRSItHLa3rrWPqkqO_dXeAg=w1200-h800
Curug Ciapus Kuripan,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,4.5,8,,https://www.google.com/maps/place/Curug+Ciapus+Kuripan/data=!4m7!3m6!1s0x2e69e73c07110c0f:0xb11318f302605d2c!8m2!3d-6.4138729!4d106.652214!16s%2Fg%2F11jdg510bh!19sChIJDwwRBzznaS4RLF1gAvMYE7E?authuser=0&hl=id&rclk=1,-6.4138729,106.652214,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzT4opnfON_2KX2xk-FgdmcwEQa8cjQsqabDlBpYAZSh54phBerzxftfukiRb7WAr8jPZgp-3enbRqHL7wbF06CRfxwdmPhCAyBO_Th57dgeXPIqUlUmkI8XmqwSJTXBCFXulw9eA=w1200-h800
MS EMPANG,Umum,Lainnya,Gunung Sindur,Kabupaten Bogor,5.0,3,,https://www.google.com/maps/place/MS+EMPANG/data=!4m7!3m6!1s0x2e69e7079093feb9:0x75d401470ec672d0!8m2!3d-6.4162884!4d106.7008027!16s%2Fg%2F11pzblz4gr!19sChIJuf6TkAfnaS4R0HLGDkcB1HU?authuser=0&hl=id&rclk=1,-6.4162884,106.7008027,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxvgXo49QPIviscnND3wuFQNWWPNua6pid06pFBudiuWeFIyAbFR3szcw10_ZiFVQ6iZP-ldC2ikFU9t2PzqkSG64n-OUFg0adx2bAUSy7uZEa2cbgFDbPY7tog07MFVBViUgwV=w1200-h800
Natura Green Park,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,4.8,18,,https://www.google.com/maps/place/Natura+Green+Park/data=!4m7!3m6!1s0x2e69e5b2316dfe89:0xcd5575342bff098c!8m2!3d-6.3619871!4d106.6866029!16s%2Fg%2F11fvp7v8n9!19sChIJif5tMbLlaS4RjAn_KzR1Vc0?authuser=0&hl=id&rclk=1,-6.3619871,106.6866029,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyoMmV6jalIn1eq5AeZDlS09ulSiMHTHd5XiCUVRw7LyTgEfDtUYx7aATEeYcVUBPdU3oL5N9RzJm6Z730X9NN1ksBl3j0HZdD-RcYC9S9kWHtXr_Ht8NJiqJvbL-gR0bUuue60=w1200-h800
Bukit Cisayang,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,4.3,10,,https://www.google.com/maps/place/Bukit+Cisayang/data=!4m7!3m6!1s0x2e69e57c306631e7:0x93287f1dd978cd86!8m2!3d-6.3705523!4d106.6580522!16s%2Fg%2F11qg9lrqx2!19sChIJ5zFmMHzlaS4Rhs142R1_KJM?authuser=0&hl=id&rclk=1,-6.3705523,106.6580522,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwacgcvwm2N1Jp0I4eKEDmcODjCH_FIedSC0syht75MqUwXMxRYBY1fJkX2RRFBWiTtRoLicD56p1mLvrSkJricDwp-5f4bSV3o8GxqOVuP8HVXj-PKhYK-o9kEDgPQJo0G3Tom=w1200-h800
Gantangan km70,Umum,Lainnya,Gunung Sindur,Kabupaten Bogor,4.9,14,,https://www.google.com/maps/place/Gantangan+km70/data=!4m7!3m6!1s0x2e69e5d86103bed7:0xc9d54f4d1b11da46!8m2!3d-6.3606697!4d106.6831919!16s%2Fg%2F11y24_g8h1!19sChIJ174DYdjlaS4RRtoRG01P1ck?authuser=0&hl=id&rclk=1,-6.3606697,106.6831919,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxe02Vls-mvt347QT4BnmVLVxN6uX8b3tEA81I6LbIl-OOES1yLgoWJk8ze5OVgZ0dozrHT6PbmitameSnonUqCXasKAv7L9_LBIjR2zpxpc3mi9Ei6_spIIIxbPHKCmaUvKRg=w1200-h800
Telaga Rusa Outbound,Rekreasi,Wisata Rekreasi,Gunung Sindur,Kabupaten Bogor,4.6,115,,https://www.google.com/maps/place/Telaga+Rusa+Outbound/data=!4m7!3m6!1s0x2e69e7608b09227b:0x953e823598b72096!8m2!3d-6.4416845!4d106.6810988!16s%2Fg%2F11fhhw2684!19sChIJeyIJi2DnaS4RliC3mDWCPpU?authuser=0&hl=id&rclk=1,-6.4416845,106.6810988,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxnT4131Sf89z9cVuZOveyYcOrjCOAew7nGxfz4bLPcIhg6_6fK9zITAJjxmJ_NfhjxaZIR2TC5HU2RPAysAW_lEIzu9EzSEl8XOEfGGZgvR6isYla9MFAZ8rL40-GiglWKArtyzuT-MYd3=w1200-h800
Situs Gunung Munara,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,4.4,337,,https://www.google.com/maps/place/Situs+Gunung+Munara/data=!4m7!3m6!1s0x2e69e74b648f6b03:0x69f2496781b97d7d!8m2!3d-6.4537291!4d106.6311862!16s%2Fg%2F11by_qg38h!19sChIJA2uPZEvnaS4RfX25gWdJ8mk?authuser=0&hl=id&rclk=1,-6.4537291,106.6311862,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyDthFc_jJkckx3ezrnrPMpPjD1D2Ayag50e51n8TeyxtrFSRb7SGmeYwF-2o04PsTEP3JA7u1y8rCIOD_2uCJeFvvMuCCjh8EgUTWSIrsy4qmfParA4jxp97rix9g2OjKzia5GJw=w1200-h800
Pemandian Air Panas Gunung Kapur (TIRTA SAYAGA),Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,3.6,882,,https://www.google.com/maps/place/Pemandian+Air+Panas+Gunung+Kapur+%28TIRTA+SAYAGA%29/data=!4m7!3m6!1s0x2e69e7b6f2afe5c3:0x5bf37d5235c48f2e!8m2!3d-6.4309886!4d106.6955121!16s%2Fg%2F11f0w_0rd3!19sChIJw-Wv8rbnaS4RLo_ENVJ981s?authuser=0&hl=id&rclk=1,-6.4309886,106.6955121,https://lh3.googleusercontent.com/p/AF1QipO1tbEUZl7gzzZ7RdwP6SnMZR3kAX-yuGrV4er1=w1200-h800
Kampung Adat Gunung Dago,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,4.6,1134,,https://www.google.com/maps/place/Kampung+Adat+Gunung+Dago/data=!4m7!3m6!1s0x2e69e3f696b36c05:0x1cdb5b0b8e972629!8m2!3d-6.3868952!4d106.5839455!16s%2Fg%2F11hz75y2rw!19sChIJBWyzlvbjaS4RKSaXjgtb2xw?authuser=0&hl=id&rclk=1,-6.3868952,106.5839455,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyII-38BGUEbRT4i0mqKQ7KfHcBTyF24nTT0GQx5JCZlj7x633rk1R33IQVNh-Xp2FQEdlWGDlcoAHXJk69suYg_MoDMcuyGeOO-XxbNNsXkO5JT8-UrgZ6TyHRPKPXOod0NqwW=w1200-h800
Kolam Renang Telaga Sindur,Rekreasi,Wisata Rekreasi,Gunung Sindur,Kabupaten Bogor,4.2,469,,https://www.google.com/maps/place/Kolam+Renang+Telaga+Sindur/data=!4m7!3m6!1s0x2e69e5d0936a52f3:0x9a4ea03e32739762!8m2!3d-6.3783406!4d106.6867008!16s%2Fg%2F11g69ymjcj!19sChIJ81Jqk9DlaS4RYpdzMj6gTpo?authuser=0&hl=id&rclk=1,-6.3783406,106.6867008,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzvSHqnmixfYD6sGOoEtO6-hqqE3ib45uv_iqejTewa7HM_xnDz3wftBQnQ0Yz0K3QZviQ2spsS_pP2n5jb8UFn7tNmJommWobDQvGWL3VAr3sbwE62ErZg6kvHq_EHW1n4AYlGbw=w1200-h800
Kampung Pelangi Waterpark Reborn,Rekreasi,Wisata Rekreasi,Gunung Sindur,Kabupaten Bogor,3.9,495,,https://www.google.com/maps/place/Kampung+Pelangi+Waterpark+Reborn/data=!4m7!3m6!1s0x2e69e7f7f33e8711:0x8ab0c8906fa147f3!8m2!3d-6.464047!4d106.7110114!16s%2Fg%2F11bz_0k70p!19sChIJEYc-8_fnaS4R80ehb5DIsIo?authuser=0&hl=id&rclk=1,-6.464047,106.7110114,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzFu3uijVuFaU-fNEeT8VH7uTQlT9UAIpgQ6AvxjErfHQDslzget18GR2o_ihuINUd3e9lVa8BFoUzsyxBPKW-TpCGhkTGNBTAPKMykFBBS9BSHYOlh_dhbczvy21Jw9Md9RzCZ=w1200-h800
Dusun Kunjani - LDK Sekolah | PERSAMI | Outbound | LDK Kampus | Outing | Gathering | Team Building,Rekreasi,Wisata Rekreasi,Gunung Sindur,Kabupaten Bogor,4.6,20,,https://www.google.com/maps/place/Dusun+Kunjani+-+LDK+Sekolah+%7C+PERSAMI+%7C+Outbound+%7C+LDK+Kampus+%7C+Outing+%7C+Gathering+%7C+Team+Building/data=!4m7!3m6!1s0x2e69e50443711075:0xce455d464c14cad6!8m2!3d-6.3804855!4d106.7088817!16s%2Fg%2F11t72kfwt5!19sChIJdRBxQwTlaS4R1soUTEZdRc4?authuser=0&hl=id&rclk=1,-6.3804855,106.7088817,https://lh3.googleusercontent.com/p/AF1QipPHe_yZieg3h6TZmI7Ee3hJz-OR7IrK817YYB4l=w1200-h800
TAMAN BUKIT KEPUH,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,4.5,23,,https://www.google.com/maps/place/TAMAN+BUKIT+KEPUH/data=!4m7!3m6!1s0x2e69e3815fd975e7:0x212e7487cd3ac3e9!8m2!3d-6.3740259!4d106.5799755!16s%2Fg%2F11lsqvzg99!19sChIJ53XZX4HjaS4R6cM6zYd0LiE?authuser=0&hl=id&rclk=1,-6.3740259,106.5799755,https://lh3.googleusercontent.com/p/AF1QipOXB4Fk1k3b9viGn4n57lYm_3anAtUm33EgJGpW=w1200-h800
Curug Rahong,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,3.9,992,,https://www.google.com/maps/place/Curug+Rahong/data=!4m7!3m6!1s0x2e69e0613411e7d7:0xd84c4ae731d0b04d!8m2!3d-6.4538504!4d106.5757553!16s%2Fg%2F11b7k0yl5b!19sChIJ1-cRNGHgaS4RTbDQMedKTNg?authuser=0&hl=id&rclk=1,-6.4538504,106.5757553,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzmxxDqP0v38Hm1HmiFGUwUhVZOsn9yyDLIHf6fl5qyxxsKVxHQqEMLwTt2toDQjW1p3Q-woOxWxSQFEzVEEFmtcYXFtaXKLjNDnpB9KfvwZcswy6nWJTgNOJ-eEKA74G09mFc=w1200-h800
WANA GRIYA / Garuda Waterland agency,Umum,Lainnya,Gunung Sindur,Kabupaten Bogor,4.1,5352,,https://www.google.com/maps/place/WANA+GRIYA+%2F+Garuda+Waterland+agency/data=!4m7!3m6!1s0x2e69e64c2ccaeb75:0x46f1e3ae153988db!8m2!3d-6.4210306!4d106.692509!16s%2Fg%2F11d__l6kpb!19sChIJdevKLEzmaS4R24g5Fa7j8UY?authuser=0&hl=id&rclk=1,-6.4210306,106.692509,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyKIgq5DWUkWF7cmZ_lZZuRRP6nceti3McTn31yGW4kDx67BMM1k_-5lka_axVHQuXC8UKV66NJ9BOYkjh0Jzy3EGxrQqWjCbSIXE5FU1X9ZKvO4_LBN_K_2YMJR-ffxLZKWvmgGA=w1200-h800
TAMAN WISATA SIGANTANG,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,4.4,249,,https://www.google.com/maps/place/TAMAN+WISATA+SIGANTANG/data=!4m7!3m6!1s0x2e69bf7098c5ba97:0x292a150fad7dc937!8m2!3d-6.460724!4d106.9161454!16s%2Fg%2F11qbv6nkvq!19sChIJl7rFmHC_aS4RN8l9rQ8VKik?authuser=0&hl=id&rclk=1,-6.460724,106.9161454,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzW3PWhEdqfMsnu0szRQjr4ou-0mqdAfBFTyGsJx_MhttQSv3vLEQIArnJCRjW2xQou2o7IGqmgoTMcLhy9r4WImGfz-cSVLxTpHfYU27B1uHcYPijl3krE_SYDyrM4JxLX6Wz57A=w1200-h800
The Saltu,Umum,Lainnya,Gunung Sindur,Kabupaten Bogor,4.3,20,,https://www.google.com/maps/place/The+Saltu/data=!4m7!3m6!1s0x2e69e7003cb50c6f:0xf8df9754ab20e366!8m2!3d-6.433004!4d106.6945393!16s%2Fg%2F11y76q30vx!19sChIJbwy1PADnaS4RZuMgq1SX3_g?authuser=0&hl=id&rclk=1,-6.433004,106.6945393,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwHP3OsaSGFThgdkXl9e1ofHI38CLOLvCiY1bB61NMiDzOGmYlQW7eZxzwx-rW7kE-g_MF8Df2dpygegTr00B2LstwdO98LSs5qstLbkI2czeob9mJh0ASJHxvtDwmNMJyxfv1fCotKunw=w1200-h800
Sapadia outbound,Rekreasi,Wisata Rekreasi,Gunung Sindur,Kabupaten Bogor,4.4,343,,https://www.google.com/maps/place/Sapadia+outbound/data=!4m7!3m6!1s0x2e69e944e82850d1:0xbbcde6b2d1467cb6!8m2!3d-6.4383315!4d106.733833!16s%2Fg%2F11nnpjttbw!19sChIJ0VAo6ETpaS4RtnxG0bLmzbs?authuser=0&hl=id&rclk=1,-6.4383315,106.733833,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwMTwPaDNsd3XSqbmuIX_11N8VIM5opuRxa6e-z429U3lNoX3GNnmeffKrC-2PdWyNcFIscNy1B0hFxFxUyqD447CJacvp6EFgzdnNVMwNk9ZuvPIefKWEtKW6888nhYiqQ0niAFg=w1200-h800
Taman Wisata Wana Griya,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,4.2,1459,,https://www.google.com/maps/place/Taman+Wisata+Wana+Griya/data=!4m7!3m6!1s0x2e69e7b6b62b89a3:0xdda37dbf609259a8!8m2!3d-6.4217485!4d106.6921474!16s%2Fg%2F11f6g4lpvs!19sChIJo4krtrbnaS4RqFmSYL99o90?authuser=0&hl=id&rclk=1,-6.4217485,106.6921474,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy592Dpr7jnUlT4Kspk1DQ7QpYRPSnYoDj0IDGUDy89wrz9EyPKkGxXUGURotdL9q8Bki6zey_76a19-rtvojR13WG_zjiUIbYtCUFdvpQcTlm-rBhc-zi0bxQIQqe9Ehf3qyr_=w1200-h800
PARUNG RESIDENCE,Umum,Lainnya,Gunung Sindur,Kabupaten Bogor,5.0,3,,https://www.google.com/maps/place/PARUNG+RESIDENCE/data=!4m7!3m6!1s0x2e69e70b3a0905ab:0xf6c32239b317a68f!8m2!3d-6.411373!4d106.717613!16s%2Fg%2F11t1jdc_vg!19sChIJqwUJOgvnaS4Rj6YXszkiw_Y?authuser=0&hl=id&rclk=1,-6.411373,106.717613,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyPrQj1z9Vx0zgUcblg3KqjXSLYn1mgC6p_awHY1Lf6Ku6boVu0DlyrqARAyQZ_jwtlBT-hl_jYynFaeO1YLka2-UQh-jWkPKsbNGuKmSt-zSECDl8ycU3e3Fr_6iT8WMLdDSA3eg=w1200-h800
"Pemandian Sodong, Bogor",Umum,Lainnya,Gunung Sindur,Kabupaten Bogor,4.1,4017,,"https://www.google.com/maps/place/Pemandian+Sodong,+Bogor/data=!4m7!3m6!1s0x2e69be6608b0cc41:0xf72a1022cc7ad061!8m2!3d-6.488876!4d106.9886599!16s%2Fg%2F11bwn3sp9j!19sChIJQcywCGa-aS4RYdB6zCIQKvc?authuser=0&hl=id&rclk=1",-6.488876,106.9886599,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzpHekpGbPeANVxqyvHy4sxrptto1BXKWr3kyJpIfwgCL0EsNj7asgfe-R0e6zkhqLc6JI7fa5CMns4iwwUeegXfZucCHhDRZ64-nfwfXUqINvDKFF1TSlHgpwdGEHtFcGVl5WwUw=w1200-h800
Objek Wisata Lembah Cisadane,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,4.2,37,,https://www.google.com/maps/place/Objek+Wisata+Lembah+Cisadane/data=!4m7!3m6!1s0x2e69dd52453dc449:0xfd4588feca906c29!8m2!3d-6.4674613!4d106.6652142!16s%2Fg%2F11rjvpmbzc!19sChIJScQ9RVLdaS4RKWyQyv6IRf0?authuser=0&hl=id&rclk=1,-6.4674613,106.6652142,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxaxUWae1xOoMa7Zupd5gdG5krFzAod4VGZQqyVQwglPU2sjKJKp6rjQfnkN-BipbiREfHxP8TxY9u1HsGbXCEy6LEIuNe5y3MV8HzAfIXngOwlhTkcE7GlIOqvr3yfHz6pk4Q5VQ=w1200-h800
Wisata Alam Goa Lalay,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,4.4,1474,,https://www.google.com/maps/place/Wisata+Alam+Goa+Lalay/data=!4m7!3m6!1s0x2e69bf39eb7db475:0xac8d10da60cac527!8m2!3d-6.4695462!4d106.9626687!16s%2Fg%2F11fwc6ky0l!19sChIJdbR96zm_aS4RJ8XKYNoQjaw?authuser=0&hl=id&rclk=1,-6.4695462,106.9626687,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxKIzwc4qRHfegj8RJKGp40AK06wLOzLTbL3dcziXgqxa905T_rXTq9p06S364hb05HlXMuQ8TDPvanoiAmiqHd3McIeTbi94q3rS1Adp8HEg-48qpWGGR_9xQLgHq9fqgMuIvd=w1200-h800
Empang Marwan,Umum,Lainnya,Gunung Sindur,Kabupaten Bogor,4.5,24,,https://www.google.com/maps/place/Empang+Marwan/data=!4m7!3m6!1s0x2e69e7b76faf36f9:0xdf3ef741879611d5!8m2!3d-6.4247181!4d106.6961503!16s%2Fg%2F11t6zxd0pr!19sChIJ-Tavb7fnaS4R1RGWh0H3Pt8?authuser=0&hl=id&rclk=1,-6.4247181,106.6961503,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSySIn1DpJJ3rDets7KfAa52-PVzS_blhSFj0gI-UFWv-Gds4QMPeU-NhGhv4pSRRwu8_qY8urpO3NoyZdZkEwX9UJ2QIHy_Q0d_zUTx7gW0p3g8V7G7uR4w2DbQuUjea4QOZLuV=w1200-h800
Taman Cas Cis Cus,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,4.3,227,,https://www.google.com/maps/place/Taman+Cas+Cis+Cus/data=!4m7!3m6!1s0x2e69e7be1610ba1b:0xa33ff4b7def238fe!8m2!3d-6.4463717!4d106.6842822!16s%2Fg%2F11h7b9fxp8!19sChIJG7oQFr7naS4R_jjy3rf0P6M?authuser=0&hl=id&rclk=1,-6.4463717,106.6842822,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxt9dCgMHanoL3_Zacvw6w0--LmTEIS_GGogA0ke32PbkVu4Z3v1sNgT6j1sEWzpG2aVHW1vs8OFXXbTmJg2MnAcF6XnP6Dt61IzuEGnnLwbXpROuDzOMAms9U1-AXZK4iM1b_F4g=w1200-h800
Curug Dengdeng,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,4.2,307,,https://www.google.com/maps/place/Curug+Dengdeng/data=!4m7!3m6!1s0x2e69debed78aa251:0x407523ed402462d9!8m2!3d-6.5366217!4d106.6065085!16s%2Fg%2F11c2kv4mcs!19sChIJUaKK177eaS4R2WIkQO0jdUA?authuser=0&hl=id&rclk=1,-6.5366217,106.6065085,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxPkJ0kY4PJl5Pt2ww615GJEFzXOqW4NPaNfb9PyYeZ-Nd2QQ-Ghz2mOdTlcL701IkqhpiqolVRFiOsy93H8Bsl-Mjzrjp-6NAO2keRobAuo81FvyovEkRsZ5kfBwRxLm5anV8=w1200-h800
Taman Wisata Gunung Panjang Tumaritis,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,4.0,170,,https://www.google.com/maps/place/Taman+Wisata+Gunung+Panjang+Tumaritis/data=!4m7!3m6!1s0x2e69e7b40fafc413:0x2db554ddff854352!8m2!3d-6.4306845!4d106.6945752!16s%2Fg%2F11bwhb395t!19sChIJE8SvD7TnaS4RUkOF_91UtS0?authuser=0&hl=id&rclk=1,-6.4306845,106.6945752,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzDmljK7NLCDpfkkCv3UcGqufwhdd5n_TSJjGjbX4pkZvDmScdQD-MjgURnFUtN60KIayjHFmrgJSUjNvBKB-bmaJTZ2mCrA9D1MoFcKhUWShypnSQVM2TphkChzboRH2PIR9o=w1200-h800
Curug Bidadari Sentul Paradise Bogor,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,3.6,4603,,https://www.google.com/maps/place/Curug+Bidadari+Sentul+Paradise+Bogor/data=!4m7!3m6!1s0x2e69c12165130ec3:0xd6aa07e3c1d4c5e8!8m2!3d-6.6140213!4d106.9084002!16s%2Fg%2F11cs5nytgd!19sChIJww4TZSHBaS4R6MXUweMHqtY?authuser=0&hl=id&rclk=1,-6.6140213,106.9084002,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyXOv224b0BTdnkuotocnQtwP49WTO3QbKOl2PPCy344iTsHCdxCrd-bde1wMwh5jcNKjV65Gqo3QKLJyu91yCHOrPMf-7XWQatTNbwsBsYtim_FCNpLGjbr6YV1kFxMwnJEDjd=w1200-h800
Taman Wisata Bukit Munara,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,4.0,296,,https://www.google.com/maps/place/Taman+Wisata+Bukit+Munara/data=!4m7!3m6!1s0x2e69e70d030e1e63:0x74e5ee9a85081bea!8m2!3d-6.4585971!4d106.6342275!16s%2Fg%2F11llgj_xzc!19sChIJYx4OAw3naS4R6hsIhZru5XQ?authuser=0&hl=id&rclk=1,-6.4585971,106.6342275,https://lh3.googleusercontent.com/p/AF1QipNkofPk5CvkAUmN7e5rQSZYAz_kZV4SxoswVQwh=w1200-h800
Taman Herbal Insani Depok,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,4.5,9853,,https://www.google.com/maps/place/Taman+Herbal+Insani+Depok/data=!4m7!3m6!1s0x2e69e9a3b08d4ced:0x46cd06334f8eec8c!8m2!3d-6.4318516!4d106.7432701!16s%2Fg%2F11f6g3w6kc!19sChIJ7UyNsKPpaS4RjOyOTzMGzUY?authuser=0&hl=id&rclk=1,-6.4318516,106.7432701,https://lh3.googleusercontent.com/p/AF1QipP-xFoycS4_NotHPT-4Xd5rb5zKlt9_d9_77cLN=w1200-h800
Central Park Grand Bukit Dago,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,4.5,1247,,https://www.google.com/maps/place/Central+Park+Grand+Bukit+Dago/data=!4m7!3m6!1s0x2e69e594ade9bc6f:0xb91b7633c965d4f0!8m2!3d-6.3643366!4d106.7050483!16s%2Fg%2F11b77q2l0p!19sChIJb7zprZTlaS4R8NRlyTN2G7k?authuser=0&hl=id&rclk=1,-6.3643366,106.7050483,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyfxU18Z5ugEiKwDnVUerwLcEVDSowyhfw6AfSOxmmcVWri0F--DjYDiFhRGnknM25HLxrHhmT7Tl9WdngxLI5FEi23P1e4MxyC-vcvtiNJzKKmbqIOOue398ratD5lKqHQyDGxeQ=w1200-h800
Tirta Sanita,Umum,Lainnya,Gunung Sindur,Kabupaten Bogor,3.7,4657,,https://www.google.com/maps/place/Tirta+Sanita/data=!4m7!3m6!1s0x2e69e7d6aaaaaaab:0xb23c6912c3a81fef!8m2!3d-6.4309076!4d106.6956225!16s%2Fg%2F11b7wndn1w!19sChIJq6qqqtbnaS4R7x-owxJpPLI?authuser=0&hl=id&rclk=1,-6.4309076,106.6956225,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxj8Pmqt2SvflPyf_iRJqGczypvKy-wwS2WxmpyGaEP8-RmAy3Wj27RZjQC4KIcaYaAvxzypPGNjNQpldzXIornTOIyAEg0DARtGiLDtMBrflQyZ85AnRg2kfBjJH7-yh5rAO9C-A=w1200-h800
Kebun Saung Tanam Cibarengkok,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,5.0,10,,https://www.google.com/maps/place/Kebun+Saung+Tanam+Cibarengkok/data=!4m7!3m6!1s0x2e69e56586028e95:0x7d295809cd1fec42!8m2!3d-6.3638199!4d106.6881117!16s%2Fg%2F11q45gktfz!19sChIJlY4ChmXlaS4RQuwfzQlYKX0?authuser=0&hl=id&rclk=1,-6.3638199,106.6881117,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy07TXtDtT5-7lNeb11Whq7mDq9qUvfrhMm-pyjxgsyJPuIgfOLtviH5maoMDgihVESW1vAVp32dbpr09KpQrouL4Oz32MPIFJC6MQ5hoFZjilRGUDMW6q9Y77OGcpqVnLuywv8=w1200-h800
